project_id,snapshot_date,queryid,dbid,userid,query,calls,total_exec_time_ms,mean_exec_time_ms,min_exec_time_ms,max_exec_time_ms,stddev_exec_time_ms,rows_returned,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,temp_blks_read,temp_blks_written,ingestion_timestamp
"1","2026-02-28","5827527048675198206","24576","10","SELECT ""public"".""users"".""user_id"", ""public"".""users"".""email"", ""public"".""users"".""preferred_name"", ""public"".""users"".""avatar_key"", ""public"".""users"".""created_at"" FROM ""public"".""users"" WHERE (""public"".""users"".""user_id"" = $1 AND $4=$5) LIMIT $2 OFFSET $3","5","0.1495","0.029900000000000003","0.0229","0.0427","0.0068693522256469","5","10","0","0","0","0","0","2026-02-28 11:39:14"
"1","2026-02-28","8075971117141574543","24576","10","SELECT ""public"".""users"".""user_id"", ""public"".""users"".""email"", ""public"".""users"".""password_hash"", ""public"".""users"".""preferred_name"", ""public"".""users"".""avatar_key"", ""public"".""users"".""created_at"" FROM ""public"".""users"" WHERE (""public"".""users"".""email"" = $1 AND $4=$5) LIMIT $2 OFFSET $3","20","0.45130000000000003","0.022565","0.0144","0.0443","0.0065001749976442945","20","40","0","0","0","0","0","2026-02-28 11:39:14"
"1","2026-02-28","4756677708630925968","24576","10","SELECT pg_stat_statements_reset()","1","2.5437","2.5437","2.5437","2.5437","0","1","0","0","0","0","0","0","2026-02-28 11:39:14"
